lon,lat,Date
2.020869421348214,41.26596850859326,2024-09-28
2.0209887889788853,41.26596952376971,2024-09-28
2.021108156615664,41.26597053882243,2024-09-28
2.02122752425855,41.2659715537514,2024-09-28
2.0213468919075415,41.265972568556656,2024-09-28
2.0214662595626383,41.26597358323816,2024-09-28
2.02158562722384,41.26597459779592,2024-09-28
2.0217049948911447,41.26597561222996,2024-09-28
2.0218243625645536,41.265976626540244,2024-09-28
2.0219437302440637,41.2659776407268,2024-09-28
2.0220630979296765,41.26597865478962,2024-09-28
2.0221824656213894,41.265979668728704,2024-09-28
2.0196770925595824,41.26586828501679,2024-09-28
2.019796459965164,41.26586930142742,2024-09-28
2.019915827376861,41.26587031771431,2024-09-28
2.020035194794671,41.26587133387747,2024-09-28
2.020154562218596,41.265872349916876,2024-09-28
2.020273929648633,41.265873365832554,2024-09-28
2.0203932970847824,41.2658743816245,2024-09-28
2.0205126645270424,41.2658753972927,2024-09-28
2.020632031975413,41.265876412837166,2024-09-28
2.0207513994298942,41.2658774282579,2024-09-28
2.0223031768937845,41.26589061746735,2024-09-28
2.018842869215485,41.26577110169239,2024-09-28
2.0189622364142696,41.26577211896596,2024-09-28
2.019081603619174,41.26577313611581,2024-09-28
2.0192009708301977,41.26577415314192,2024-09-28
2.0193203380473395,41.265775170044286,2024-09-28
2.0194397052706,41.26577618682293,2024-09-28
2.0195590724999772,41.26577720347782,2024-09-28
2.018008648460798,41.26567391234834,2024-09-28
2.018128015452749,41.265674930484856,2024-09-28
2.0182473824508254,41.26567594849765,2024-09-28
2.0183667494550264,41.2656769663867,2024-09-28
2.0184861164653514,41.26567798415201,2024-09-28
2.018605483481799,41.2656790017936,2024-09-28
2.018724850504369,41.265680019311446,2024-09-28
2.017174430295754,41.26557671698469,2024-09-28
2.017293797080837,41.26557773598415,2024-09-28
2.01741316387205,41.265578754859874,2024-09-28
2.017532530669394,41.26557977361187,2024-09-28
2.017651897472865,41.26558079224013,2024-09-28
2.017771264282466,41.26558181074465,2024-09-28
2.017890631098193,41.26558282912544,2024-09-28
2.0158627484692433,41.265475434914556,2024-09-28
2.0159821150228727,41.26547645527189,2024-09-28
2.0161014815826404,41.265477475505485,2024-09-28
2.0162208481485466,41.265478495615355,2024-09-28
2.0163402147205893,41.26547951560149,2024-09-28
2.016459581298769,41.26548053546389,2024-09-28
2.0165789478830836,41.26548155520255,2024-09-28
2.0166983144735333,41.26548257481748,2024-09-28
2.0168176810701177,41.26548359430867,2024-09-28
2.016937047672835,41.26548461367613,2024-09-28
2.017056414281685,41.265485632919855,2024-09-28
2.0145510709867724,41.2653741379418,2024-09-28
2.01467043730886,41.265375159657005,2024-09-28
2.0147898036370937,41.26537618124846,2024-09-28
2.014909169971474,41.2653772027162,2024-09-28
2.0150285363119993,41.26537822406019,2024-09-28
2.015147902658669,41.26537924528045,2024-09-28
2.015267269011483,41.26538026637698,2024-09-28
2.0153866353704393,41.26538128734977,2024-09-28
2.0155060017355386,41.265382308198824,2024-09-28
2.015625368106779,41.26538332892415,2024-09-28
2.0157447344841604,41.265384349525746,2024-09-28
2.0128812996148633,41.26526975610504,2024-09-28
2.013000665686851,41.26527077954928,2024-09-28
2.0131200317649953,41.265271802869805,2024-09-28
2.0132393978492966,41.265272826066585,2024-09-28
2.013358763939753,41.26527384913964,2024-09-28
2.0134781300363644,41.265274872088945,2024-09-28
2.0135974961391305,41.26527589491453,2024-09-28
2.0137168622480495,41.26527691761638,2024-09-28
2.013836228363121,41.2652779401945,2024-09-28
2.0139555944843446,41.26527896264888,2024-09-28
2.0140749606117194,41.265279984979514,2024-09-28
2.014194326745245,41.26528100718643,2024-09-28
2.0143136928849206,41.26528202926962,2024-09-28
2.014433059030744,41.265283051229055,2024-09-28
2.0118083632051955,41.26517047473447,2024-09-28
2.011927729057769,41.26517149928908,2024-09-28
2.012047094916506,41.26517252371997,2024-09-28
2.0121664607814065,41.26517354802713,2024-09-28
2.012285826652469,41.26517457221054,2024-09-28
2.0124051925296933,41.26517559627023,2024-09-28
2.012524558413079,41.2651766202062,2024-09-28
2.012643924302624,41.26517764401842,2024-09-28
2.0127632901983286,41.265178667706905,2024-09-28
2.0109741615124457,41.26507323460441,2024-09-28
2.0110935271578865,41.265074260021926,2024-09-28
2.0112128928094966,41.26507528531572,2024-09-28
2.0113322584672746,41.265076310485775,2024-09-28
2.0114516241312206,41.26507733553209,2024-09-28
2.011570989801333,41.26507836045468,2024-09-28
2.011690355477611,41.265079385253536,2024-09-28
2.0099012315533287,41.264973935523216,2024-09-28
2.0100205969792513,41.264974962051106,2024-09-28
2.010139962411349,41.26497598845525,2024-09-28
2.010259327849622,41.26497701473565,2024-09-28
2.010378693294069,41.26497804089233,2024-09-28
2.01049805874469,41.264979066925285,2024-09-28
2.010617424201483,41.2649800928345,2024-09-28
2.010736789664449,41.264981118619986,2024-09-28
2.010856155133585,41.26498214428174,2024-09-28
2.008350844276127,41.264870514686315,2024-09-28
2.0084702094577356,41.26487154281947,2024-09-28
2.008589574645529,41.26487257082888,2024-09-28
2.0088283050396694,41.26487462647651,2024-09-28
2.0089476702460143,41.264875654114746,2024-09-28
2.009067035458542,41.26487668162924,2024-09-28
2.0091864006772506,41.264877709020006,2024-09-28
2.0093057659021407,41.26487873628703,2024-09-28
2.0094251311332103,41.26487976343032,2024-09-28
2.00954449637046,41.26488079044989,2024-09-28
2.009663861613887,41.26488181734573,2024-09-28
2.009783226863493,41.26488284411784,2024-09-28
2.0072779220870522,41.26477119123284,2024-09-28
2.0073972870489976,41.26477222047633,2024-09-28
2.007516652017135,41.26477324959608,2024-09-28
2.007636016991463,41.26477427859211,2024-09-28
2.0077553819719824,41.2647753074644,2024-09-28
2.007874746958691,41.26477633621296,2024-09-28
2.0079941119515894,41.2647773648378,2024-09-28
2.008113476950675,41.264778393338894,2024-09-28
2.0082328419559485,41.26477942171626,2024-09-28
2.0087103020389026,41.26478353398845,2024-09-28
2.0062050033447,41.264671857814115,2024-09-28
2.0063243680869234,41.26467288816792,2024-09-28
2.0064437328353453,41.26467391839801,2024-09-28
2.0065630975899658,41.26467494850437,2024-09-28
2.0066824623507826,41.26467597848699,2024-09-28
2.006801827117796,41.264677008345885,2024-09-28
2.006921191891005,41.26467803808105,2024-09-28
2.0070405566704093,41.264679067692484,2024-09-28
2.0071599214560076,41.26468009718018,2024-09-28
2.0048933590233182,41.264570451130766,2024-09-28
2.0050127235333486,41.26457148284236,2024-09-28
2.005132088049585,41.264572514430235,2024-09-28
2.0052514525720277,41.264573545894365,2024-09-28
2.0053708171006757,41.26457457723476,2024-09-28
2.0054901816355275,41.264575608451445,2024-09-28
2.005609546176584,41.26457663954439,2024-09-28
2.0057289107238434,41.2645776705136,2024-09-28
2.0058482752773052,41.264578701359085,2024-09-28
2.005967639836968,41.26457973208085,2024-09-28
2.006087004402832,41.26458076267888,2024-09-28
2.002507440834012,41.264459726354154,2024-09-28
2.0026268050557916,41.264460760537084,2024-09-28
2.0027461692837933,41.264461794596265,2024-09-28
2.0028655335180154,41.26446282853174,2024-09-28
2.002984897758458,41.26446386234347,2024-09-28
2.0031042620051194,41.26446489603147,2024-09-28
2.003223626258,41.26446592959575,2024-09-28
2.0033429905170976,41.264466963036305,2024-09-28
2.0034623547824135,41.26446799635312,2024-09-28
2.0035817190539453,41.26446902954621,2024-09-28
2.0037010833316926,41.26447006261557,2024-09-28
2.0038204476156554,41.26447109556121,2024-09-28
2.003939811905832,41.26447212838312,2024-09-28
2.004059176202222,41.264473161081284,2024-09-28
2.0041785405048245,41.26447419365574,2024-09-28
2.004297904813639,41.264475226106455,2024-09-28
2.0044172691286657,41.26447625843343,2024-09-28
2.0045366334499017,41.2644772906367,2024-09-28
2.004655997777348,41.26447832271623,2024-09-28
2.0047753621110025,41.264479354672034,2024-09-28
1.955957310761149,41.26395689824758,2024-09-28
1.9563153955047148,41.26396014517318,2024-09-28
1.9564347570989251,41.26396122723426,2024-09-28
1.9565541186996442,41.26396230917164,2024-09-28
1.9567928419206089,41.26396447267521,2024-09-28
1.9569122035408524,41.263965554241416,2024-09-28
1.957389650086885,41.26396987926905,2024-09-28
1.9575090117396536,41.263970960216646,2024-09-28
1.9578670967369736,41.26397420231712,2024-09-28
1.9579864584157496,41.26397528276984,2024-09-28
1.958105820101025,41.26397636309884,2024-09-28
1.9584639051958426,41.2639796033435,2024-09-28
1.95858326690711,41.26398068317761,2024-09-28
1.9587026286248737,41.263981762888,2024-09-28
1.9589413520798857,41.263983921937616,2024-09-28
1.959060713817133,41.26398500127684,2024-09-28
1.9591800755608733,41.263986080492344,2024-09-28
1.9592994373111061,41.26398715958413,2024-09-28
1.9594187990678307,41.263988238552194,2024-09-28
1.959538160831046,41.263989317396536,2024-09-28
1.9596575226007515,41.26399039611716,2024-09-28
1.9600156079488018,41.26399363153668,2024-09-28
1.9601349697444608,41.263994709762414,2024-09-28
1.960254331546606,41.263995787864424,2024-09-28
1.960373693355237,41.263996865842714,2024-09-28
1.9604930551703525,41.26399794369729,2024-09-28
1.960612416991953,41.26399902142813,2024-09-28
1.9607317788200365,41.26400009903525,2024-09-28
1.9608511406546028,41.26400117651866,2024-09-28
1.9609705024956514,41.26400225387834,2024-09-28
1.9610898643431804,41.2640033311143,2024-09-28
1.9612092261971907,41.26400440822653,2024-09-28
1.96132858805768,41.26400548521505,2024-09-28
1.9616866736780203,41.26400871543827,2024-09-28
1.9618060355644213,41.26400979193191,2024-09-28
1.9619253974572988,41.26401086830182,2024-09-28
1.9620447593566517,41.264011944547995,2024-09-28
1.9621641212624787,41.26401302067046,2024-09-28
1.9622834831747797,41.26401409666921,2024-09-28
1.962402845093554,41.26401517254423,2024-09-28
1.9625222070188,41.264016248295526,2024-09-28
1.962641568950518,41.264017323923106,2024-09-28
1.9632383787061547,41.26402270020515,2024-09-28
2.000957079349326,41.26435620619625,2024-09-28
2.0010764433261996,41.26435724198437,2024-09-28
2.0011958073093044,41.26435827764878,2024-09-28
2.00131517129864,41.26435931318945,2024-09-28
2.001434535294205,41.264360348606395,2024-09-28
2.001553899296,41.264361383899605,2024-09-28
2.0016732633040224,41.264362419069094,2024-09-28
2.0017926273182725,41.26436345411486,2024-09-28
2.0019119913387495,41.264364489036886,2024-09-28
2.0020313553654523,41.264365523835195,2024-09-28
2.0021507193983807,41.26436655850978,2024-09-28
2.0022700834375335,41.26436759306061,2024-09-28
2.00238944748291,41.26436862748774,2024-09-28
1.9499906831783018,41.26381255579778,2024-09-28
1.9501100442625012,41.263813644412615,2024-09-28
1.95046812755439,41.26381690951483,2024-09-28
1.9505874886647805,41.2638179976348,2024-09-28
1.9508262109051984,41.263820173503575,2024-09-28
1.950945572035225,41.26382126125238,2024-09-28
1.9510649331717946,41.26382234887747,2024-09-28
1.9511842943149071,41.263823436378836,2024-09-28
1.9513036554645626,41.26382452375649,2024-09-28
1.9514230166207587,41.26382561101042,2024-09-28
1.951542377783496,41.263826698140626,2024-09-28
1.9516617389527733,41.263827785147114,2024-09-28
1.9517811001285892,41.26382887202988,2024-09-28
1.951900461310944,41.26382995878893,2024-09-28
1.9520198224998369,41.26383104542427,2024-09-28
1.9521391836952662,41.26383213193588,2024-09-28
1.9522585448972318,41.26383321832377,2024-09-28
1.9523779061057334,41.26383430458794,2024-09-28
1.9524972673207692,41.26383539072839,2024-09-28
1.9526166285423399,41.26383647674512,2024-09-28
1.952735989770443,41.26383756263812,2024-09-28
1.9528553510050783,41.26383864840742,2024-09-28
1.9529747122462466,41.263839734052986,2024-09-28
1.9530940734939453,41.26384081957484,2024-09-28
1.9532134347481744,41.26384190497297,2024-09-28
1.953332796008933,41.263842990247376,2024-09-28
1.9534521572762202,41.26384407539807,2024-09-28
1.9535715185500357,41.263845160425035,2024-09-28
1.9536908798303785,41.263846245328295,2024-09-28
1.9538102411172482,41.26384733010783,2024-09-28
1.9539296024106434,41.263848414763636,2024-09-28
1.9540489637105636,41.263849499295716,2024-09-28
1.9541683250170083,41.2638505837041,2024-09-28
1.9542876863299765,41.26385166798874,2024-09-28
1.954407047649468,41.26385275214966,2024-09-28
1.954526408975481,41.26385383618689,2024-09-28
1.9546457703080153,41.26385492010038,2024-09-28
1.9547651316470707,41.26385600389014,2024-09-28
1.9548844929926463,41.26385708755618,2024-09-28
1.9550038543447403,41.26385817109851,2024-09-28
1.955123215703353,41.26385925451712,2024-09-28
1.9552425770684831,41.26386033781202,2024-09-28
1.9553619384401306,41.26386142098318,2024-09-28
1.955481299818294,41.26386250403063,2024-09-28
1.9556006612029728,41.26386358695436,2024-09-28
1.9557200225941662,41.263864669754355,2024-09-28
1.9558393839918737,41.263865752430654,2024-09-28
1.9560781068068276,41.26386791741206,2024-09-28
1.9561974682240728,41.26386899971718,2024-09-28
1.9566749139581536,41.26387332770047,2024-09-28
1.9570329983270514,41.26387657238887,2024-09-28
1.9571523597963627,41.263877653704235,2024-09-28
1.9572717212721795,41.26387873489587,2024-09-28
1.9576298057386523,41.26388197772845,2024-09-28
1.9577491672404814,41.263883058425215,2024-09-28
1.958226613312804,41.26388737997504,2024-09-28
1.9583459748471317,41.26388846005319,2024-09-28
1.9588234210494133,41.26389277912858,2024-09-28
1.9597783137656686,41.263901411340775,2024-09-28
1.9598976753844075,41.263902489810555,2024-09-28
1.9614493770181376,41.26391649865905,2024-09-28
1.9615687387276393,41.26391757539673,2024-09-28
1.9627623561787928,41.26392833596888,2024-09-28
1.962881717959506,41.26392941134563,2024-09-28
1.9630010797466884,41.26393048659864,2024-09-28
1.9631204415403387,41.263931561727944,2024-09-28
1.963359165147043,41.26393371161539,2024-09-28
1.9634785269600952,41.263934786373525,2024-09-28
1.9635978887796128,41.26393586100794,2024-09-28
1.9637172506055947,41.263936935518636,2024-09-28
1.9638366124380415,41.2639380099056,2024-09-28
1.9639559742769512,41.263939084168854,2024-09-28
1.9640753361223235,41.26394015830839,2024-09-28
1.9641946979741578,41.263941232324186,2024-09-28
1.9643140598324536,41.26394230621628,2024-09-28
1.9644334216972088,41.26394337998464,2024-09-28
1.9645527835684242,41.263944453629286,2024-09-28
1.9646721454460987,41.2639455271502,2024-09-28
1.9647915073302311,41.26394660054739,2024-09-28
1.9649108692208208,41.26394767382088,2024-09-28
1.9650302311178676,41.26394874697063,2024-09-28
1.9651495930213696,41.26394981999667,2024-09-28
1.9652689549313274,41.26395089289896,2024-09-28
1.9653883168477397,41.263951965677556,2024-09-28
1.965507678770605,41.26395303833242,2024-09-28
1.9656270406999237,41.263954110863565,2024-09-28
1.9657464026356948,41.263955183270994,2024-09-28
1.965865764577917,41.26395625555468,2024-09-28
1.96598512652659,41.26395732771467,2024-09-28
1.9661044884817125,41.26395839975093,2024-09-28
1.9662238504432845,41.263959471663455,2024-09-28
1.966343212411305,41.26396054345227,2024-09-28
1.9664625743857735,41.26396161511736,2024-09-28
1.9665819363666888,41.26396268665872,2024-09-28
1.96670129835405,41.263963758076365,2024-09-28
1.966820660347857,41.26396482937029,2024-09-28
1.9669400223481088,41.26396590054049,2024-09-28
1.9670593843548048,41.26396697158696,2024-09-28
1.9680142806402658,41.26397553550479,2024-09-28
1.9684917289375155,41.26397981449437,2024-09-28
1.9686110910279153,41.263980883932454,2024-09-28
1.9689691773377147,41.263984091504376,2024-09-28
1.9690885394538444,41.263985160447575,2024-09-28
1.9692079015764055,41.26398622926705,2024-09-28
1.9963032683395532,41.26422564955701,2024-09-28
1.9971388134562256,41.26423293123035,2024-09-28
1.9972581770693505,41.26423397097449,2024-09-28
1.9973775406887309,41.264235010594895,2024-09-28
1.997496904314365,41.26423605009159,2024-09-28
1.997616267946253,41.26423708946455,2024-09-28
1.9977356315843937,41.264238128713785,2024-09-28
